Transaction ID,Filtered Transaction
TranS137,"Meat, Frozen Foods, Dairy"
TranS138,"Vegetables, Snacks, Bread, Bakery Items"
TranS139,"Canned Goods, Bakery Items"
TranS140,"Snacks, Household Cleaning Products, Frozen Foods"
TranS141,"Personal Care Products, Canned Goods, Dairy, Frozen Foods"
TranS142,Meat
TranS143,"Canned Goods, Meat, Vegetables, Personal Care Products, Frozen Foods"
TranS144,"Snacks, Bread, Bakery Items"
TranS145,"Snacks, Personal Care Products, Dairy, Canned Goods, Meat"
TranS146,"Vegetables, Bread, Household Cleaning Products, Bakery Items"
TranS147,"Vegetables, Frozen Foods"
TranS148,"Bakery Items, Household Cleaning Products, Bread, Snacks, Canned Goods"
TranS149,Bakery Items
TranS150,"Vegetables, Personal Care Products"
TranS151,"Vegetables, Bakery Items, Canned Goods, Household Cleaning Products, Meat"
TranS152,"Vegetables, Dairy, Bread"
TranS153,Meat
TranS154,"Household Cleaning Products, Personal Care Products, Dairy"
TranS155,"Dairy, Vegetables"
TranS156,Meat
TranS157,"Canned Goods, Meat"
TranS158,Meat
TranS159,"Personal Care Products, Meat, Bakery Items"
TranS160,"Snacks, Vegetables, Personal Care Products"
TranS161,Canned Goods
TranS162,"Bread, Canned Goods, Household Cleaning Products"
TranS163,"Meat, Dairy"
TranS164,Vegetables
TranS165,"Canned Goods, Household Cleaning Products, Frozen Foods, Dairy"
TranS166,"Personal Care Products, Meat"
TranS167,"Meat, Household Cleaning Products, Personal Care Products, Bakery Items"
TranS168,"Frozen Foods, Vegetables"
TranS169,Frozen Foods
TranS170,"Bakery Items, Frozen Foods, Household Cleaning Products"
TranS171,"Frozen Foods, Dairy, Personal Care Products"
TranS172,"Personal Care Products, Dairy"
TranS173,"Dairy, Personal Care Products"
TranS174,"Dairy, Canned Goods, Snacks"
TranS175,"Snacks, Canned Goods, Household Cleaning Products"
TranS176,"Personal Care Products, Canned Goods"
TranS177,"Frozen Foods, Canned Goods"
TranS178,"Frozen Foods, Meat, Bakery Items, Dairy, Personal Care Products"
TranS179,Snacks
TranS180,Meat
TranS181,"Bread, Frozen Foods, Bakery Items, Vegetables, Snacks"
TranS182,"Dairy, Bakery Items, Vegetables, Personal Care Products, Meat"
TranS183,"Canned Goods, Bakery Items"
TranS184,"Household Cleaning Products, Vegetables, Snacks, Bakery Items"
TranS185,"Snacks, Dairy, Meat, Vegetables"
TranS186,"Vegetables, Canned Goods, Bakery Items"
TranS187,"Personal Care Products, Vegetables"
TranS188,"Bread, Dairy, Household Cleaning Products, Snacks"
TranS189,"Canned Goods, Meat"
TranS190,Household Cleaning Products
TranS191,Bread
TranS192,"Snacks, Household Cleaning Products, Dairy, Frozen Foods"
TranS193,"Bread, Dairy, Vegetables"
TranS194,"Meat, Dairy, Bread, Vegetables, Frozen Foods"
TranS195,"Vegetables, Meat, Dairy, Personal Care Products"
TranS196,"Vegetables, Snacks, Canned Goods, Household Cleaning Products, Bakery Items"
TranS197,"Household Cleaning Products, Personal Care Products, Vegetables, Bread"
TranS198,Bakery Items
TranS199,"Canned Goods, Bakery Items"
TranS200,"Canned Goods, Dairy, Snacks, Frozen Foods, Vegetables"
TranS201,"Bread, Meat, Bakery Items, Personal Care Products, Household Cleaning Products"
TranS202,"Canned Goods, Frozen Foods, Meat, Household Cleaning Products, Bread"
TranS203,"Canned Goods, Frozen Foods, Household Cleaning Products, Bread, Vegetables"
TranS204,Meat
TranS205,"Frozen Foods, Vegetables, Bread, Snacks, Meat"
TranS206,"Vegetables, Meat, Canned Goods"
TranS207,Household Cleaning Products
TranS208,"Dairy, Snacks, Frozen Foods, Canned Goods, Bakery Items"
TranS209,"Personal Care Products, Snacks, Vegetables"
TranS210,"Personal Care Products, Snacks, Household Cleaning Products, Frozen Foods, Meat"
TranS211,"Personal Care Products, Snacks, Household Cleaning Products, Meat, Canned Goods"
TranS212,Frozen Foods
TranS213,"Dairy, Canned Goods"
TranS214,"Snacks, Canned Goods, Dairy, Bread, Frozen Foods"
TranS215,Meat
TranS216,Bakery Items
TranS217,"Frozen Foods, Bakery Items"
TranS218,"Frozen Foods, Meat"
TranS219,Frozen Foods
TranS220,"Vegetables, Personal Care Products, Canned Goods, Frozen Foods, Bread"
TranS221,"Vegetables, Frozen Foods, Canned Goods"
TranS222,"Frozen Foods, Meat"
TranS223,"Vegetables, Dairy"
TranS224,"Personal Care Products, Canned Goods, Meat"
TranS225,"Bread, Bakery Items, Snacks, Personal Care Products"
TranS226,"Household Cleaning Products, Meat"
TranS227,"Dairy, Canned Goods"
TranS228,"Household Cleaning Products, Dairy, Bakery Items"
TranS229,"Vegetables, Bread"
TranS230,"Meat, Canned Goods"
TranS231,Household Cleaning Products
TranS232,"Bakery Items, Vegetables, Household Cleaning Products, Canned Goods"
TranS233,"Bakery Items, Canned Goods, Household Cleaning Products, Snacks"
TranS234,Vegetables
TranS235,"Canned Goods, Dairy, Bakery Items, Meat, Household Cleaning Products"
TranS236,"Vegetables, Bakery Items, Personal Care Products, Canned Goods, Dairy"
TranS237,Canned Goods
TranS238,"Household Cleaning Products, Frozen Foods, Vegetables"
TranS239,"Bread, Meat, Household Cleaning Products, Snacks, Frozen Foods"
TranS240,"Dairy, Frozen Foods, Snacks, Bakery Items"
TranS241,"Meat, Vegetables, Bread"
TranS242,"Personal Care Products, Vegetables, Bakery Items"
TranS243,Canned Goods
TranS244,"Vegetables, Bakery Items, Bread, Canned Goods, Household Cleaning Products"
TranS245,"Bread, Vegetables, Frozen Foods, Bakery Items"
TranS246,"Frozen Foods, Dairy, Canned Goods, Bread"
TranS247,"Snacks, Vegetables, Canned Goods"
TranS248,"Personal Care Products, Dairy, Canned Goods, Meat, Household Cleaning Products"
TranS249,"Snacks, Vegetables, Meat, Household Cleaning Products"
TranS250,"Vegetables, Household Cleaning Products, Bakery Items, Personal Care Products"
TranS251,"Bread, Frozen Foods, Dairy"
TranS252,"Snacks, Bread"
TranS253,"Bread, Bakery Items, Canned Goods"
TranS254,Canned Goods
TranS255,"Dairy, Canned Goods, Frozen Foods, Bread, Meat"
TranS256,"Bakery Items, Frozen Foods, Snacks"
TranS257,Bread
TranS258,Snacks
TranS259,"Personal Care Products, Household Cleaning Products"
TranS260,"Dairy, Vegetables, Bakery Items, Bread, Snacks"
TranS261,Vegetables
TranS262,"Bakery Items, Canned Goods"
TranS263,"Bread, Vegetables"
TranS264,"Canned Goods, Meat, Household Cleaning Products, Snacks"
TranS265,"Dairy, Meat, Personal Care Products, Snacks"
TranS266,"Snacks, Meat, Frozen Foods, Household Cleaning Products, Canned Goods"
TranS267,"Bread, Snacks, Household Cleaning Products, Meat"
TranS268,Vegetables
TranS269,"Dairy, Personal Care Products, Household Cleaning Products"
TranS270,"Frozen Foods, Snacks"
TranS271,"Bakery Items, Vegetables, Meat"
TranS272,"Personal Care Products, Meat, Vegetables"
TranS273,"Frozen Foods, Vegetables, Bakery Items"
TranS274,Household Cleaning Products
TranS275,"Canned Goods, Bakery Items, Snacks"
TranS276,Household Cleaning Products
TranS277,"Household Cleaning Products, Dairy, Personal Care Products, Canned Goods, Snacks"
TranS278,Personal Care Products
TranS279,Vegetables
TranS280,"Dairy, Household Cleaning Products, Canned Goods"
TranS281,"Snacks, Dairy, Meat, Vegetables"
TranS282,"Canned Goods, Dairy, Frozen Foods"
TranS283,"Dairy, Bakery Items, Vegetables, Bread"
TranS284,"Meat, Bread, Personal Care Products"
TranS285,"Snacks, Household Cleaning Products, Vegetables, Frozen Foods, Dairy"
TranS286,"Personal Care Products, Vegetables, Canned Goods, Bread"
TranS287,Personal Care Products
TranS288,"Canned Goods, Snacks, Personal Care Products, Frozen Foods"
TranS289,"Personal Care Products, Meat, Frozen Foods, Vegetables"
TranS290,"Bread, Canned Goods, Meat, Dairy, Household Cleaning Products"
TranS291,"Meat, Personal Care Products, Vegetables, Household Cleaning Products"
TranS292,"Bakery Items, Household Cleaning Products, Meat"
TranS293,"Vegetables, Bakery Items, Household Cleaning Products"
TranS294,"Frozen Foods, Vegetables, Household Cleaning Products, Meat, Snacks"
TranS295,"Household Cleaning Products, Dairy"
TranS296,"Canned Goods, Frozen Foods"
TranS297,"Meat, Vegetables, Canned Goods, Bread, Frozen Foods"
TranS298,"Snacks, Meat, Dairy, Household Cleaning Products, Canned Goods"
TranS299,"Bread, Canned Goods, Bakery Items, Household Cleaning Products"
TranS300,Bread
TranS301,Canned Goods
TranS302,"Frozen Foods, Canned Goods"
TranS303,"Bakery Items, Dairy, Snacks"
TranS304,Vegetables
TranS305,"Snacks, Bakery Items, Frozen Foods, Household Cleaning Products"
TranS306,"Household Cleaning Products, Canned Goods, Snacks, Personal Care Products, Bread"
TranS307,"Personal Care Products, Bread, Frozen Foods, Household Cleaning Products"
TranS308,"Bread, Bakery Items, Frozen Foods, Meat, Personal Care Products"
TranS309,"Vegetables, Frozen Foods"
TranS310,"Dairy, Bread, Snacks, Canned Goods"
TranS311,"Snacks, Bread, Household Cleaning Products, Dairy, Meat"
TranS312,"Personal Care Products, Frozen Foods, Dairy"
TranS313,"Personal Care Products, Canned Goods, Bakery Items"
TranS314,"Bakery Items, Snacks"
TranS315,"Meat, Vegetables, Personal Care Products, Household Cleaning Products"
TranS316,"Bakery Items, Canned Goods, Meat, Dairy"
TranS317,"Bakery Items, Meat, Bread, Household Cleaning Products"
TranS318,"Bakery Items, Frozen Foods, Snacks, Meat, Canned Goods"
TranS319,"Meat, Household Cleaning Products, Frozen Foods, Snacks, Vegetables"
TranS320,"Bakery Items, Bread, Household Cleaning Products, Dairy, Vegetables"
TranS321,"Snacks, Household Cleaning Products, Personal Care Products, Canned Goods"
TranS322,Canned Goods
TranS323,Snacks
TranS324,"Snacks, Vegetables, Frozen Foods, Bread"
TranS325,"Personal Care Products, Snacks, Bread"
TranS326,Bakery Items
TranS327,"Frozen Foods, Snacks, Dairy, Bread"
TranS328,"Frozen Foods, Snacks, Household Cleaning Products, Personal Care Products"
TranS329,"Bakery Items, Personal Care Products, Household Cleaning Products, Meat, Bread"
TranS330,Canned Goods
TranS331,"Household Cleaning Products, Bakery Items, Canned Goods"
TranS332,"Frozen Foods, Dairy"
TranS333,Frozen Foods
TranS334,"Dairy, Household Cleaning Products, Snacks, Frozen Foods"
TranS335,"Vegetables, Canned Goods, Dairy, Personal Care Products, Bakery Items"
TranS336,"Household Cleaning Products, Personal Care Products"
TranS337,"Household Cleaning Products, Vegetables, Dairy, Canned Goods, Bread"
TranS338,"Bread, Meat, Canned Goods, Personal Care Products"
TranS339,"Dairy, Personal Care Products, Household Cleaning Products, Vegetables, Frozen Foods"
TranS340,"Frozen Foods, Vegetables, Meat"
TranS341,"Personal Care Products, Snacks"
TranS342,"Snacks, Meat, Bakery Items, Dairy"
TranS343,Household Cleaning Products
TranS344,"Personal Care Products, Bakery Items, Household Cleaning Products, Snacks"
TranS345,"Bread, Household Cleaning Products"
TranS346,"Canned Goods, Household Cleaning Products, Bread, Frozen Foods, Bakery Items"
TranS347,"Frozen Foods, Bakery Items"
TranS348,"Meat, Frozen Foods, Canned Goods, Vegetables, Household Cleaning Products"
TranS349,"Frozen Foods, Canned Goods"
TranS350,"Meat, Canned Goods, Dairy"
TranS351,"Meat, Household Cleaning Products, Snacks, Canned Goods"
TranS352,"Canned Goods, Bakery Items"
TranS353,"Bread, Vegetables"
TranS354,"Snacks, Frozen Foods, Household Cleaning Products"
TranS355,Snacks
TranS356,"Meat, Bread, Dairy, Snacks"
TranS357,"Canned Goods, Meat"
TranS358,Personal Care Products
TranS359,"Vegetables, Household Cleaning Products"
TranS360,"Bakery Items, Meat"
TranS361,"Dairy, Bread, Meat"
TranS362,"Snacks, Dairy, Meat, Vegetables, Household Cleaning Products"
TranS363,"Dairy, Snacks"
TranS364,"Canned Goods, Bread"
TranS365,"Canned Goods, Dairy, Frozen Foods, Bakery Items, Household Cleaning Products"
TranS366,"Personal Care Products, Dairy"
TranS367,Bakery Items
TranS368,"Bread, Vegetables, Canned Goods"
TranS369,"Frozen Foods, Snacks, Vegetables"
TranS370,"Household Cleaning Products, Canned Goods, Vegetables, Dairy"
TranS371,"Household Cleaning Products, Personal Care Products, Canned Goods, Vegetables"
TranS372,"Canned Goods, Vegetables, Bread, Frozen Foods"
TranS373,"Canned Goods, Bread"
TranS374,"Frozen Foods, Household Cleaning Products, Vegetables, Canned Goods"
TranS375,"Dairy, Meat, Household Cleaning Products, Frozen Foods, Bread"
TranS376,"Vegetables, Snacks, Household Cleaning Products"
TranS377,"Vegetables, Bakery Items"
TranS378,"Household Cleaning Products, Snacks"
TranS379,"Bread, Personal Care Products, Vegetables, Snacks, Dairy"
TranS380,"Household Cleaning Products, Snacks, Canned Goods, Meat, Bakery Items"
TranS381,"Meat, Household Cleaning Products"
TranS382,"Personal Care Products, Household Cleaning Products, Meat, Canned Goods, Bread"
TranS383,Canned Goods
TranS384,"Bread, Personal Care Products, Dairy"
TranS385,"Personal Care Products, Dairy"
TranS386,Personal Care Products
TranS387,"Snacks, Frozen Foods, Meat, Vegetables, Bread"
TranS388,"Bakery Items, Meat, Canned Goods"
TranS389,"Meat, Bakery Items, Snacks, Dairy, Vegetables"
TranS390,"Household Cleaning Products, Bakery Items, Meat"
TranS391,"Meat, Bread, Dairy"
TranS392,"Vegetables, Canned Goods, Bread"
TranS393,Meat
TranS394,"Dairy, Household Cleaning Products, Bread, Snacks, Frozen Foods"
TranS395,Bakery Items
TranS396,"Snacks, Vegetables, Household Cleaning Products, Frozen Foods"
TranS397,"Personal Care Products, Canned Goods, Bakery Items, Frozen Foods, Vegetables"
TranS398,"Canned Goods, Frozen Foods"
TranS399,Vegetables
TranS400,"Canned Goods, Vegetables, Frozen Foods, Bakery Items"
TranS401,"Household Cleaning Products, Snacks"
TranS402,"Snacks, Household Cleaning Products, Meat, Bread"
TranS403,"Canned Goods, Frozen Foods"
TranS404,"Bread, Frozen Foods, Dairy"
TranS405,"Dairy, Bread, Personal Care Products, Canned Goods, Household Cleaning Products"
TranS406,"Bread, Meat, Snacks, Bakery Items"
TranS407,"Canned Goods, Meat, Bakery Items, Household Cleaning Products"
TranS408,"Canned Goods, Snacks, Bread"
TranS409,"Bakery Items, Household Cleaning Products, Dairy, Vegetables, Personal Care Products"
TranS410,"Bakery Items, Vegetables"
TranS411,Vegetables
TranS412,"Vegetables, Meat, Bakery Items, Dairy"
TranS413,Frozen Foods
TranS414,"Canned Goods, Snacks, Household Cleaning Products"
TranS415,"Vegetables, Meat, Frozen Foods, Snacks"
TranS416,"Frozen Foods, Bread, Canned Goods"
TranS417,"Vegetables, Canned Goods"
TranS418,Snacks
TranS419,Household Cleaning Products
TranS420,Bread
TranS421,"Bread, Snacks"
TranS422,"Bakery Items, Dairy"
TranS423,Bread
TranS424,"Household Cleaning Products, Personal Care Products, Bread, Bakery Items"
TranS425,Bread
TranS426,"Canned Goods, Vegetables, Bread"
TranS427,Household Cleaning Products
TranS428,"Dairy, Snacks, Bakery Items"
TranS429,"Snacks, Bread, Meat, Household Cleaning Products"
TranS430,"Household Cleaning Products, Personal Care Products, Meat"
TranS431,"Snacks, Canned Goods, Bakery Items, Household Cleaning Products, Frozen Foods"
TranS432,Meat
TranS433,"Canned Goods, Snacks, Dairy, Bread, Household Cleaning Products"
TranS434,"Bakery Items, Dairy, Personal Care Products"
TranS435,"Canned Goods, Vegetables, Meat"
TranS436,"Household Cleaning Products, Snacks"
TranS437,"Personal Care Products, Bread"
TranS438,Snacks
TranS439,"Canned Goods, Dairy"
TranS440,Vegetables
TranS441,"Household Cleaning Products, Canned Goods"
TranS442,"Dairy, Bread, Snacks, Vegetables"
TranS443,"Personal Care Products, Vegetables, Bread, Snacks"
TranS444,"Canned Goods, Household Cleaning Products, Personal Care Products"
TranS445,"Bakery Items, Snacks, Dairy"
TranS446,"Bread, Personal Care Products, Frozen Foods"
TranS447,"Meat, Personal Care Products"
TranS448,Vegetables
TranS449,"Bread, Canned Goods"
TranS450,"Bread, Household Cleaning Products, Frozen Foods"
TranS451,Meat
TranS452,"Frozen Foods, Personal Care Products, Vegetables"
TranS453,"Snacks, Meat, Personal Care Products, Frozen Foods, Dairy"
TranS454,"Frozen Foods, Household Cleaning Products, Canned Goods, Bread"
TranS455,"Bread, Meat, Vegetables, Bakery Items, Dairy"
TranS456,"Bakery Items, Personal Care Products, Dairy, Bread"
TranS457,"Bread, Personal Care Products, Bakery Items, Meat, Vegetables"
TranS458,"Vegetables, Frozen Foods, Meat, Household Cleaning Products"
TranS459,"Bakery Items, Bread"
TranS460,"Dairy, Personal Care Products, Bakery Items, Household Cleaning Products, Bread"
TranS461,Household Cleaning Products
TranS462,"Frozen Foods, Bakery Items, Meat"
TranS463,Vegetables
TranS464,"Meat, Bakery Items, Dairy"
TranS465,"Household Cleaning Products, Snacks, Dairy"
TranS466,"Snacks, Household Cleaning Products, Bakery Items"
TranS467,Personal Care Products
TranS468,"Dairy, Bakery Items, Snacks, Canned Goods, Frozen Foods"
TranS469,Snacks
TranS470,"Frozen Foods, Personal Care Products, Vegetables, Canned Goods, Snacks"
TranS471,"Bread, Frozen Foods, Snacks, Meat, Personal Care Products"
TranS472,"Vegetables, Canned Goods, Bakery Items, Dairy, Bread"
TranS473,"Canned Goods, Household Cleaning Products, Snacks, Meat"
TranS474,Bakery Items
TranS475,"Frozen Foods, Dairy, Personal Care Products"
TranS476,Dairy
TranS477,"Meat, Dairy"
TranS478,"Personal Care Products, Frozen Foods, Household Cleaning Products, Vegetables, Dairy"
TranS479,"Vegetables, Bread, Canned Goods, Snacks"
TranS480,Personal Care Products
TranS481,"Meat, Frozen Foods, Bread"
TranS482,"Dairy, Bread, Bakery Items, Meat, Frozen Foods"
TranS483,"Canned Goods, Personal Care Products"
TranS484,"Vegetables, Bakery Items"
TranS485,"Frozen Foods, Canned Goods, Dairy, Meat"
TranS486,"Canned Goods, Snacks, Personal Care Products, Dairy"
TranS487,Meat
TranS488,"Vegetables, Canned Goods"
TranS489,"Personal Care Products, Snacks, Canned Goods"
TranS490,"Snacks, Personal Care Products, Household Cleaning Products, Bread, Vegetables"
TranS491,"Canned Goods, Personal Care Products, Snacks"
TranS492,"Household Cleaning Products, Snacks"
TranS493,"Household Cleaning Products, Bread, Canned Goods"
TranS494,"Bakery Items, Dairy, Meat, Household Cleaning Products"
TranS495,"Canned Goods, Household Cleaning Products, Meat, Vegetables, Frozen Foods"
TranS496,"Frozen Foods, Dairy, Household Cleaning Products, Bakery Items, Canned Goods"
TranS497,"Bakery Items, Dairy, Canned Goods, Household Cleaning Products, Personal Care Products"
TranS498,Frozen Foods
TranS499,"Canned Goods, Personal Care Products"
TranS500,"Bakery Items, Personal Care Products, Dairy, Snacks"
TranS501,Snacks
TranS502,Snacks
TranS503,"Bakery Items, Meat, Household Cleaning Products"
TranS504,"Household Cleaning Products, Canned Goods, Personal Care Products, Meat"
TranS505,"Frozen Foods, Household Cleaning Products, Canned Goods, Bakery Items, Snacks"
TranS506,"Frozen Foods, Dairy, Snacks, Personal Care Products"
TranS507,"Household Cleaning Products, Vegetables, Bakery Items"
TranS508,"Personal Care Products, Frozen Foods, Dairy"
TranS509,"Household Cleaning Products, Bread, Personal Care Products, Frozen Foods, Vegetables"
TranS510,"Vegetables, Meat, Canned Goods"
TranS511,"Dairy, Snacks, Household Cleaning Products, Bread, Bakery Items"
TranS512,"Household Cleaning Products, Personal Care Products, Vegetables, Canned Goods"
TranS513,"Snacks, Bakery Items, Meat, Household Cleaning Products"
TranS514,"Canned Goods, Frozen Foods, Vegetables"
TranS515,"Bread, Vegetables"
TranS516,"Frozen Foods, Canned Goods"
TranS517,Canned Goods
TranS518,"Meat, Bakery Items, Canned Goods, Household Cleaning Products, Vegetables"
TranS519,Meat
TranS520,"Snacks, Dairy"
TranS521,"Bakery Items, Canned Goods, Bread, Meat, Snacks"
TranS522,"Bakery Items, Meat, Vegetables, Frozen Foods, Bread"
TranS523,"Bread, Canned Goods, Frozen Foods, Bakery Items, Snacks"
TranS524,"Frozen Foods, Bread"
TranS525,"Household Cleaning Products, Frozen Foods, Snacks, Vegetables"
TranS526,"Snacks, Bakery Items"
TranS527,"Personal Care Products, Canned Goods, Bakery Items"
TranS528,Frozen Foods
TranS529,"Canned Goods, Bakery Items, Bread, Personal Care Products"
TranS530,"Vegetables, Bakery Items"
TranS531,"Frozen Foods, Household Cleaning Products, Canned Goods"
TranS532,"Dairy, Bakery Items, Household Cleaning Products, Personal Care Products, Frozen Foods"
TranS533,"Meat, Bread, Vegetables, Bakery Items"
TranS534,Dairy
TranS535,"Bread, Meat"
TranS536,"Meat, Vegetables, Frozen Foods, Dairy"
TranS537,Household Cleaning Products
TranS538,"Personal Care Products, Vegetables, Household Cleaning Products, Frozen Foods, Bakery Items"
TranS539,"Meat, Bakery Items, Personal Care Products"
